Tier,ProductCode,Product Description
3,848490,Gasket sets consisting of gaskets of different
2,8485,"Machinery parts,non-electrical connectiors, els"
3,848510,Ships' or boats propellers and blades therefor
3,848590,"Machinery parts, non-electrical, nes"
1,85,Electrical mchy equip parts thereof;  sound rec
2,8501,Electric motors and generators
3,850110,Electric motors of an output not exceeding 37.5
3,850120,Universal AC/DC motors of an output exceeding 3
3,850131,"DC motors, DC generators, of an output not exce"
3,850132,"DC motors,DC generators,of an output exceeding"
3,850133,"DC motors,DC generators,of an output exceeding"
3,850134,"DC motors, DC generators, of an output exceedin"
3,850140,"AC motors, single-phase, nes"
3,850151,"AC motors, multi-phase, of an output not exceed"
3,850152,"AC motors, multi-phase, of an output exceeding"
3,850153,"AC motors, multi-phase, of an output exceeding"
3,850161,"AC generators (alternators), of an output not e"
3,850162,"AC generators, of an output exceeding 75 KVA bu"
3,850163,"AC generators, of an output exceeding 375 KVA b"
3,850164,"AC generators, of an output exceeding 750 KVA"
2,8502,Electric generating sets and rotary converters
3,850211,"Generating sets,diesel or semi-diesel engines,o"
3,850212,"Generating sets,diesel or semi-diesel exceeding"
3,850213,"Generating sets,diesel or semi-diesel engines,o"
3,850220,Generating sets with spark-ignition internal co
3,850230,"Electric generating sets, nes"
3,850240,Electric rotary converters
2,8503,Parts suitable for use solely or principally wi
3,850300,"Parts of electric motors,generators,generating"
2,8504,"Electrical transformers,static converters and i"
3,850410,Ballasts for discharge lamps or tubes
3,850421,Liquid dielectric transformers having a power h
3,850422,Liq dielectric transf having a power handling c
3,850423,Liq dielectric transf having a power handling c
3,850431,Transformers electric power handling capacity n
3,850432,Transformers electric power handling capacity >
3,850433,Transformers electric power handling capacity >
3,850434,Transformers electric having a power handling c
3,850440,"Static converters, nes"
3,850450,"Inductors, electric"
3,850490,"Parts of electrical transformers, static conver"
2,8505,"Eletro0magnets,permanent magnets,coupings,,brak"
3,850511,Permanent magnets and art. intended to become p
3,850519,Permanent magnets and articles intended to beco
3,850520,"Electro-magnetic couplings, clutches and brakes"
3,850530,Electro-magnetic lifting heads
3,850590,Electro-magnets nes and parts of heading No 85.
2,8506,Primary cells and primary batteries
3,850611,Manganese dioxide primary cells&batt of an exte
3,850612,Mercuric oxide primary cells & batteries of an
3,850613,Silver oxide primary cells&batteries of an exte
3,850619,Primary cells and primary batteries of an exter
3,850620,Primary cells and primary batteries of an exter
3,850690,Parts of primary cells and primary batteries
2,8507,"Electric accumulatlors including spearators,whe"
3,850710,Lead-acid electric accumulators of a kind used
3,850720,Lead-acid electric accumulators nes
3,850730,Nickel-cadmium electric accumulators
3,850740,Nickel-iron electric accumultors
3,850780,"Electric accumulators, nes"
3,850790,"Parts of electric accumulators, including separ"
2,8508,Electro-mechanical tools for working in the han
3,850810,"Drills, hand-held, with self-contained electric"
3,850820,"Saws, hand-held, with self-contained electric m"
3,850880,"Tools, nes, hand-held, with self-contained elec"
3,850890,Parts of hand tools with self-contained electri
2,8509,Electro-mechanical domestic appliances with sel
3,850910,Domestic vacuum cleaners
3,850920,Domestic floor polishers
3,850930,Domestic kitchen waste disposers
3,850940,Domestic food grinders and mixers; fruit or veg
3,850980,"Electro-mechanical domestic appliances,with sel"
3,850990,Parts of electro-mech dom appliances with self-
2,8510,"Shavers,hair clippers,with self-contained elect"
3,851010,"Shavers, with self-contained electric motor"
3,851020,"Hair clippers, with self-contained electric mot"
3,851090,"Parts of shavers and hair clippers, with self-c"
2,8511,"All types of electrical ingnition,generators,cu"
3,851110,Spark plugs
3,851120,"Ignition magnetos, magneto-generators and magne"
3,851130,Distributors and ignition coils
3,851140,Starter motors
3,851150,Generators and alternators
3,851180,Glow plugs and other ignition or starting equip
3,851190,Parts of electrical ignition or starting equipm
2,8512,Electrical lighting/signalling equipment(exclud
3,851210,Lighting or signalling equipment of a kind used
3,851220,Lighting or visual signalling equipment nes
3,851230,Sound signalling equipment
3,851240,"Windscreen wipes, defrosters and demisters"
3,851290,"Parts of electrical lighting, signalling and de"
2,8513,Portable electric lamps functin by their own so
3,851310,Portable electric lamps designed to function by
3,851390,Parts of portable elect lamps designed to funct
2,8514,"Industrial,lab.electric furnaces,ovens,inductio"
3,851410,Industrial & laboratory electric resistance hea
3,851420,Industrial&laboratory electric induction or die
3,851430,Industrial & laboratory electric furnaces & ove
3,851440,Industrial&laboratory electric induction or die
3,851490,Parts of industrial or laboratory electric furn
2,8515,"Electrical brazing,welding machines,for hot spr"
3,851511,Electric soldering irons & guns
3,851519,Electric brazing or soldering machines and appa
3,851521,Electric mach/app for resistance welding of met
3,851529,Electric mach/app for resistance welding of met
3,851531,Elec mach&app for arc (inc plasma arc) welding
3,851539,Electric mach/app for arc (inc plasma arc) weld
3,851580,Electric/laser/ultrasonic mach for weld/cut nes
3,851590,Pts of electric/laser/ultrasonic mach for weld/
2,8516,"Electric instantaneous,domestic appliances,othe"
3,851610,Electric instantaneous or storage water heaters
3,851621,"Electric space heating apparatus, having storag"
3,851629,Electric space heating apparatus and electric s
3,851631,Electro-thermic hair dryers
3,851632,"Electro-thermic hair-dressing apparatus, nes"
3,851633,Electro-thermic hand-drying apparatus
3,851640,Electric smoothing irons
3,851650,Microwave ovens
3,851660,"Ovens; cookers,cooking plates,boiling rings,gri"
3,851671,"Electro-thermic coffee or tea makers, domestic,"
3,851672,"Electro-thermic toasters, domestic"
3,851679,"Electro-thermic appliances, domestic, nes"
3,851680,Electric heating resistors
3,851690,Parts of electro-thermic apparatus of heading N
2,8517,"Electrical telephonic,telegraphic,for carriers-"
3,851710,Telephone sets
3,851720,Teleprinters
3,851730,Telephonic or telegraphic switching apparatus
3,851740,"Apparatus, for carrier-current line systems, ne"
3,851781,"Telephonic apparatus, nes"
3,851782,"Telegraphic apparatus, nes"
3,851790,Parts of electrical apparatus for line telephon
2,8518,"Microphones,headphones,earphones,speakers sets,"
3,851810,Microphones and stands therefor
3,851821,"Single loudspeakers, mounted in the same enclos"
3,851822,"Multiple loudspeakers, mounted in the same encl"
3,851829,"Loudspeakers, nes"
3,851830,"Headphones, earphones and combined microphone/s"
3,851840,Audio-frequency electric amplifiers
3,851850,Electric sound amplifier sets
3,851890,"Parts of microphones,loudspeakers,headphones,ea"
2,8519,"Record/cassette players,other sound systems,exc"
3,851910,Coin or disc-operated record-players
3,851921,"Record-players without loudspeaker, nes"
3,851929,"Record-players, nes"
3,851931,Turntables with automatic record changing mecha
3,851939,"Turntables, nes"
3,851940,Transcribing machines
3,851991,"Sound reproducing apparatus,cassette type,not i"
3,851999,"Sound reproducing apparatus, not incorporating"
2,8520,"Magnetic tape recorders,apparatus with or witho"
3,852010,Dictating mach not capable of operating without
3,852020,Telephone answering machines
3,852031,Magnetic tape rec incorporating sound reproduci
3,852039,Magnetic tape recorders incorporating sound rep
3,852090,Magnetic tape recorders and other sound recordi
2,8521,"Video recording or reproducing apparatus,incorp"
3,852110,Video recording or reproducing apparatus magnet
3,852190,Video recording or reproducing apparatus nes
2,8522,Parts and accessories of apparatus of heading 8
3,852210,Pick-up cartridges
3,852290,Parts and accessories of apparatus of heading N
2,8523,"Prepared unrecorded media for sound,similar rec"
3,852311,"Unrecorded magnetic tapes, of a width not excee"
3,852312,"Unrecorded magnetic tapes,of a width exceeding"
3,852313,"Unrecorded magnetic tapes, of a width exceeding"
3,852320,Unrecorded magnetic discs
3,852390,Prepared unrecorded media for sound recording o
2,8524,"Records,tapes for sound/ similarly roecorded ph"
3,852410,Recorded gramophone records
3,852421,"Recorded magnetic tapes, of a width not exceedi"
3,852422,"Recorded magnetic tapes,of a width exceeding 4m"
3,852423,"Recorded magnetic tapes, of a width exceeding 6"
3,852490,Recorded media for sound or other similarly rec
2,8525,"Transmission apparatus for radio,TV,with or wit"
3,852510,Transmission apparatus for radio-teleph radio-b
3,852520,"Transmission apparatus, for radioteleph incorpo"
3,852530,Television cameras
2,8526,"Radar,radio navigational aid apparatus,remote c"
3,852610,Radar aparatus
3,852691,Radio navigational aid apparatus
3,852692,Radio remote control apparatus
2,8527,"Reception apparatus for radio-relephony,reprodu"
3,852711,Radio broad rece capable of op w/o an external
3,852719,Radio broad rece capable of op w/o an external
3,852721,Radio rece not capable of op w/o ext source of
3,852729,Radio rece not capable of op w/o ext source of
3,852731,Radio broad rece combined with sound record/rep
3,852732,Radio broad rece not combi with sound recording
3,852739,Radio-broadcast receivers nes
3,852790,Radio reception apparatus nes
2,8528,Television receivers(including video monitors a
3,852810,Television receivers including video monitors a
3,852820,Television receivers an including video monitor
2,8529,Accessory parts for the apparatus in heading 85
3,852910,Aerials and aerial reflectors of all kinds; par
3,852990,Parts suitable for use solely or princ with the
2,8530,"Traffic controm equipment for rail,tramways,roa"
3,853010,"Electrical signalling,safety or traffic control"
3,853080,"Electrical signalling, safety or traffic contro"
3,853090,"Parts of electrical signalling, safety or traff"
2,8531,Electric sound/visual signalling apparatus othe
3,853110,Burglar or fire alarms and similar apparatus
3,853120,Indicator panels incorporating liquid crystal d
3,853180,"Electric sound or visual signalling apparatus,"
3,853190,Parts of electric sound or visual signalling ap
2,8532,"Electrical capacitors,fixed,variable or adjusta"
3,853210,Fixed capacitors designed for use in 50/60 Hz c
3,853221,"Electrical capacitors, fixed, tantalum, nes"
3,853222,"Electrical capacitors, fixed, aluminium electro"
3,853223,"Electrical capacitors, fixed, ceramic dielectri"
3,853224,"Electrical capacitors, fixed, ceramic dielectri"
3,853225,"Electrical capacitors, fixed, dielectric of pap"
3,853229,"Electrical capacitors, fixed, nes"
3,853230,"Electrical capacitors, variable or adjustable ("
3,853290,Parts of electrical capacitors
2,8533,"Electical resistors(rheostats,potentiometers)ot"
3,853310,"Electrical resistors, fixed carbon, composition"
3,853321,Electrical resistors fixed for a power handling
3,853329,"Electrical resistors, fixed, other than heating"
3,853331,"Wirewound variable resistors, including rheosta"
3,853339,"Wirewound variable resistors, including rheosta"
3,853340,"Variable resistors, including rheostats and pot"
3,853390,"Parts of electrical resistors, rheostats and po"
2,8534,Printed circuits
3,853400,Printed circuits
2,8535,"Electrical apparatus for making connections,vol"
3,853510,"Electrical fuses, for a voltage exceeding 1,000"
3,853521,Automatic circuit breakers for a voltage exceed
3,853529,"Automatic circuit breakers, for a voltage excee"
3,853530,"Isolating switches and make-and-break switches,"
3,853540,"Lightning arresters, voltage limiters and surge"
3,853590,Electrical app for switching or protec elec cir
2,8536,"Electrical apparatus for making connections,vol"
3,853610,"Electrical fuses, for a voltage not exceeding 1"
